2025/09/21 16:00更新,#genre#
广西卫视,http://115.171.216.73:4000/rtp/225.1.8.152:8300
陕西卫视,http://115.171.216.73:4000/rtp/225.1.8.154:8140
山西卫视,http://115.171.216.73:4000/rtp/225.1.8.155:8172
内蒙古卫视,http://115.171.216.73:4000/rtp/225.1.8.156:8176
青海卫视,http://115.171.216.73:4000/rtp/225.1.8.157:8184
宁夏卫视,http://115.171.216.73:4000/rtp/225.1.8.159:8124
西藏卫视,http://115.171.216.73:4000/rtp/225.1.8.160:8164
新疆卫视,http://115.171.216.73:4000/rtp/225.1.8.161:8160
厦门卫视,http://115.171.216.73:4000/rtp/225.1.8.166:4120
兵团卫视,http://115.171.216.73:4000/rtp/225.1.8.167:4120
山东教育卫视,http://115.171.216.73:4000/rtp/225.1.8.190:4120
三沙卫视,http://115.171.216.73:4000/rtp/225.1.8.78:4120
CETV1,http://115.171.216.73:4000/udp/225.1.8.32:8152
金鹰纪实,http://115.171.216.73:4000/rtp/225.1.8.31:8156
快乐垂钓,http://115.171.216.73:4000/rtp/225.1.8.71:8002
茶频道,http://115.171.216.73:4000/rtp/225.1.8.72:8002
华数少儿动画,http://115.171.216.73:4000/rtp/225.1.8.207:9000
华数动画,http://115.171.216.73:4000/rtp/225.1.8.240:4120
华数喜剧影院,http://115.171.216.73:4000/rtp/225.1.8.251:4120
华数动作影院,http://115.171.216.73:4000/rtp/225.1.8.252:4120
华数家庭影院,http://115.171.216.73:4000/rtp/225.1.8.253:4120
华数星影,http://115.171.216.73:4000/rtp/225.1.8.254:4120
华数精选,http://115.171.216.73:4000/rtp/225.1.8.234:4120
华数经典电影,http://115.171.216.73:4000/rtp/225.1.8.203:9024
华数爱上4K电影,http://115.171.216.73:4000/rtp/225.1.8.80:2000
华数热播剧场,http://115.171.216.73:4000/rtp/225.1.8.202:9020
华数魅力时尚,http://115.171.216.73:4000/rtp/225.1.8.204:9012
华数城市剧场,http://115.171.216.73:4000/rtp/225.1.8.227:4120
华数军旅剧场,http://115.171.216.73:4000/rtp/225.1.8.228:4120
华数古装剧场,http://115.171.216.73:4000/rtp/225.1.8.229:4120
武侠剧场,http://115.171.216.73:4000/rtp/225.1.8.250:4120
重温经典,http://115.171.216.73:4000/rtp/225.1.8.39:8002
光影,http://115.171.216.73:4000/rtp/225.1.8.244:4120
高网,http://115.171.216.73:4000/rtp/225.1.8.248:4120
IPTV收视指南,http://115.171.216.73:4000/rtp/225.1.8.201:8012
IPTV地理,http://115.171.216.73:4000/rtp/225.1.8.231:4120
IPTV美妆,http://115.171.216.73:4000/rtp/225.1.8.232:4120
IPTV好学生,http://115.171.216.73:4000/rtp/225.1.8.241:4120
IPTV5足球,http://115.171.216.73:4000/rtp/225.1.8.249:4120
IPTV7军事,http://115.171.216.73:4000/rtp/225.1.8.236:4120
IPTV10解密,http://115.171.216.73:4000/rtp/225.1.8.235:4120
IPTV11戏曲,http://115.171.216.73:4000/rtp/225.1.8.238:4120
IPTV14早教,http://115.171.216.73:4000/rtp/225.1.8.239:4120
IPTV15音乐现场,http://115.171.216.73:4000/rtp/225.1.8.230:4120
IPTV墨宝,http://115.171.216.73:4000/rtp/225.1.8.243:4120
IPTV爱生活,http://115.171.216.73:4000/rtp/225.1.8.246:4120
IPTV武术,http://115.171.216.73:4000/rtp/225.1.8.247:4120
台球,http://115.171.216.73:4000/rtp/225.1.8.245:4120
CETV2,http://115.171.216.73:4000/rtp/225.1.8.193:4120
CETV4,http://115.171.216.73:4000/rtp/225.1.8.195:4120
金鹰卡通,http://115.171.216.73:4000/rtp/225.1.8.163:9252
嘉佳卡通,http://115.171.216.73:4000/rtp/225.1.8.170:9268
聚鲨环球精选,http://115.171.216.73:4000/udp/225.1.8.58:8002
CCTV-1综合,http://115.171.216.73:4000/rtp/225.1.8.33:8002#http://115.171.216.73:4000/rtp/225.1.8.81:8176

北京电信-组播2,#genre#
北京文艺频道,http://115.171.216.75:4000/udp/225.1.8.22:8002
北京纪实科教,http://115.171.216.75:4000/udp/225.1.8.105:8002
北京影视频道,http://115.171.216.75:4000/udp/225.1.8.82:8000
北京财经频道,http://115.171.216.75:4000/udp/225.1.8.106:8002
北京体育休闲,http://115.171.216.75:4000/udp/225.1.8.23:8002
北京生活频道,http://115.171.216.75:4000/udp/225.1.8.108:8002
北京新闻频道,http://115.171.216.75:4000/udp/225.1.8.83:8000
北京卡酷少儿,http://115.171.216.75:4000/udp/225.1.8.35:8000
北京国际频道,http://115.171.216.75:4000/rtp/225.1.8.131:8002
北京卫视4K超高清,http://115.171.216.75:4000/udp/225.1.8.120:8002#http://115.171.216.75:4000/rtp/225.1.8.128:8002
CCTV-1综合,http://115.171.216.75:4000/rtp/225.1.8.1:8008#http://115.171.216.75:4000/rtp/225.1.8.33:8002
CCTV-2财经,http://115.171.216.75:4000/rtp/225.1.8.2:8084
CCTV-3综艺,http://115.171.216.75:4000/rtp/225.1.8.88:8000
CCTV-4中文国际,http://115.171.216.75:4000/rtp/225.1.8.4:8092
CCTV-5+体育赛事,http://115.171.216.75:4000/rtp/225.1.8.20:8004
CCTV-6电影,http://115.171.216.75:4000/rtp/225.1.8.84:8000
CCTV-7国防军事,http://115.171.216.75:4000/rtp/225.1.8.7:8104
CCTV-8电视剧,http://115.171.216.75:4000/rtp/225.1.8.85:8000
CCTV-9纪录,http://115.171.216.75:4000/rtp/225.1.8.9:8112
CCTV-10科教,http://115.171.216.75:4000/rtp/225.1.8.10:8116
CCTV-11戏曲,http://115.171.216.75:4000/rtp/225.1.8.73:8120
CCTV-12社会与法,http://115.171.216.75:4000/rtp/225.1.8.12:8124
CCTV-13新闻,http://115.171.216.75:4000/rtp/225.1.8.168:8130
CCTV-14少儿,http://115.171.216.75:4000/rtp/225.1.8.14:8132
CCTV-15音乐,http://115.171.216.75:4000/rtp/225.1.8.74:8136
CCTV-17农业农村,http://115.171.216.75:4000/rtp/225.1.8.17:8144
北京IPTV淘BABY,http://115.171.216.75:4000/rtp/225.1.8.36:8002
北京IPTV淘剧场,http://115.171.216.75:4000/rtp/225.1.8.37:8002
北京IPTV淘电影,http://115.171.216.75:4000/rtp/225.1.8.38:8002
北京IPTV淘娱乐,http://115.171.216.75:4000/rtp/225.1.8.61:8002
北京IPTV萌宠TV,http://115.171.216.75:4000/rtp/225.1.8.63:8002
北京IPTV4K超清,http://115.171.216.75:4000/rtp/225.1.8.211:8002
房山电视台,http://115.171.216.75:4000/rtp/225.1.8.68:8002
朝阳融媒,http://115.171.216.75:4000/rtp/225.1.8.69:8002
湖南卫视,http://115.171.216.75:4000/udp/225.1.8.41:8012
深圳卫视,http://115.171.216.75:4000/udp/225.1.8.43:8020
江苏卫视,http://115.171.216.75:4000/udp/225.1.8.44:8028
东方卫视,http://115.171.216.75:4000/udp/225.1.8.45:8032
浙江卫视,http://115.171.216.75:4000/udp/225.1.8.46:8036
湖北卫视,http://115.171.216.75:4000/udp/225.1.8.47:8044
天津卫视,http://115.171.216.75:4000/udp/225.1.8.48:8044
广东卫视,http://115.171.216.75:4000/udp/225.1.8.49:8048
山东卫视,http://115.171.216.75:4000/udp/225.1.8.50:8052
辽宁卫视,http://115.171.216.75:4000/udp/225.1.8.51:8056
安徽卫视,http://115.171.216.75:4000/udp/225.1.8.52:8064
河北卫视,http://115.171.216.75:4000/udp/225.1.8.76:8002
贵州卫视,http://115.171.216.75:4000/udp/225.1.8.77:8076
江西卫视,http://115.171.216.75:4000/udp/225.1.8.171:8166#http://115.171.216.75:4000/rtp/225.1.1.9:8164
重庆卫视,http://115.171.216.75:4000/udp/225.1.8.172:8162
黑龙江卫视,http://115.171.216.75:4000/udp/225.1.8.42:8016
四川卫视,http://115.171.216.75:4000/rtp/225.1.8.142:8288
广西卫视,http://115.171.216.75:4000/rtp/225.1.8.152:8300
陕西卫视,http://115.171.216.75:4000/rtp/225.1.8.154:8140
山西卫视,http://115.171.216.75:4000/rtp/225.1.8.155:8172
内蒙古卫视,http://115.171.216.75:4000/rtp/225.1.8.156:8176
青海卫视,http://115.171.216.75:4000/rtp/225.1.8.157:8184
海南卫视,http://115.171.216.75:4000/rtp/225.1.8.158:8304
宁夏卫视,http://115.171.216.75:4000/rtp/225.1.8.159:8124
西藏卫视,http://115.171.216.75:4000/rtp/225.1.8.160:8164
新疆卫视,http://115.171.216.75:4000/rtp/225.1.8.161:8160
厦门卫视,http://115.171.216.75:4000/rtp/225.1.8.166:4120
兵团卫视,http://115.171.216.75:4000/rtp/225.1.8.167:4120
三沙卫视,http://115.171.216.75:4000/rtp/225.1.8.78:4120
CETV1,http://115.171.216.75:4000/udp/225.1.8.32:8152
金鹰纪实,http://115.171.216.75:4000/rtp/225.1.8.31:8156
快乐垂钓,http://115.171.216.75:4000/rtp/225.1.8.71:8002
茶频道,http://115.171.216.75:4000/rtp/225.1.8.72:8002
华数少儿动画,http://115.171.216.75:4000/rtp/225.1.8.207:9000
华数动画,http://115.171.216.75:4000/rtp/225.1.8.240:4120
华数喜剧影院,http://115.171.216.75:4000/rtp/225.1.8.251:4120
华数动作影院,http://115.171.216.75:4000/rtp/225.1.8.252:4120
华数家庭影院,http://115.171.216.75:4000/rtp/225.1.8.253:4120
华数星影,http://115.171.216.75:4000/rtp/225.1.8.254:4120
华数精选,http://115.171.216.75:4000/rtp/225.1.8.234:4120
华数经典电影,http://115.171.216.75:4000/rtp/225.1.8.203:9024
华数爱上4K电影,http://115.171.216.75:4000/rtp/225.1.8.80:2000
华数热播剧场,http://115.171.216.75:4000/rtp/225.1.8.202:9020
华数魅力时尚,http://115.171.216.75:4000/rtp/225.1.8.204:9012
华数城市剧场,http://115.171.216.75:4000/rtp/225.1.8.227:4120
华数军旅剧场,http://115.171.216.75:4000/rtp/225.1.8.228:4120
华数古装剧场,http://115.171.216.75:4000/rtp/225.1.8.229:4120
武侠剧场,http://115.171.216.75:4000/rtp/225.1.8.250:4120
重温经典,http://115.171.216.75:4000/rtp/225.1.8.39:8002
光影,http://115.171.216.75:4000/rtp/225.1.8.244:4120
高网,http://115.171.216.75:4000/rtp/225.1.8.248:4120
IPTV收视指南,http://115.171.216.75:4000/rtp/225.1.8.201:8012
IPTV地理,http://115.171.216.75:4000/rtp/225.1.8.231:4120
IPTV美妆,http://115.171.216.75:4000/rtp/225.1.8.232:4120
IPTV好学生,http://115.171.216.75:4000/rtp/225.1.8.241:4120
IPTV5足球,http://115.171.216.75:4000/rtp/225.1.8.249:4120
IPTV7军事,http://115.171.216.75:4000/rtp/225.1.8.236:4120
IPTV10解密,http://115.171.216.75:4000/rtp/225.1.8.235:4120
IPTV11戏曲,http://115.171.216.75:4000/rtp/225.1.8.238:4120
IPTV14早教,http://115.171.216.75:4000/rtp/225.1.8.239:4120
IPTV15音乐现场,http://115.171.216.75:4000/rtp/225.1.8.230:4120
IPTV鉴赏,http://115.171.216.75:4000/rtp/225.1.8.242:4120
IPTV墨宝,http://115.171.216.75:4000/rtp/225.1.8.243:4120
IPTV爱生活,http://115.171.216.75:4000/rtp/225.1.8.246:4120
IPTV武术,http://115.171.216.75:4000/rtp/225.1.8.247:4120
台球,http://115.171.216.75:4000/rtp/225.1.8.245:4120
CETV2,http://115.171.216.75:4000/rtp/225.1.8.193:4120
金鹰卡通,http://115.171.216.75:4000/rtp/225.1.8.163:9252
嘉佳卡通,http://115.171.216.75:4000/rtp/225.1.8.170:9268
聚鲨环球精选,http://115.171.216.75:4000/udp/225.1.8.58:8002

山西电信-组播1,#genre#
山西卫视,http://123.174.106.183:8888/udp/239.1.1.1:8001
黄河电视台,http://123.174.106.183:8888/udp/239.1.1.2:8002
山西经济与科技,http://123.174.106.183:8888/udp/239.1.1.3:8003
山西影视,http://123.174.106.183:8888/udp/239.1.1.4:8004
山西社会与法治,http://123.174.106.183:8888/udp/239.1.1.5:8005
山西文体生活,http://123.174.106.183:8888/udp/239.1.1.6:8006
晋中综合频道,http://123.174.106.183:8888/udp/239.1.1.120:8120
晋中公共频道,http://123.174.106.183:8888/udp/239.1.1.121:8121
运城1台,http://123.174.106.183:8888/udp/239.1.1.123:8123
CCTV-1综合,http://123.174.106.183:8888/udp/239.1.1.7:8007
CCTV-2财经,http://123.174.106.183:8888/udp/239.1.1.8:8008
CCTV-3综艺,http://123.174.106.183:8888/udp/239.1.1.9:8009
CCTV-4中文国际,http://123.174.106.183:8888/udp/239.1.1.10:8010
CCTV-5体育,http://123.174.106.183:8888/udp/239.1.1.11:8011
CCTV-6电影,http://123.174.106.183:8888/udp/239.1.1.13:8013
CCTV-7国防军事,http://123.174.106.183:8888/rtp/239.1.1.14:8014
CCTV-9纪录,http://123.174.106.183:8888/udp/239.1.1.16:8016
CCTV-10科教,http://123.174.106.183:8888/udp/239.1.1.17:8017
CCTV-11戏曲,http://123.174.106.183:8888/rtp/239.1.1.18:8018
CCTV-12社会与法,http://123.174.106.183:8888/udp/239.1.1.19:8019
CCTV-13新闻,http://123.174.106.183:8888/udp/239.1.1.20:8020
CCTV-14少儿,http://123.174.106.183:8888/udp/239.1.1.21:8021
CCTV-15音乐,http://123.174.106.183:8888/rtp/239.1.1.22:8022
CCTV-16奥林匹克,http://123.174.106.183:8888/udp/239.1.1.122:8122
CCTV-17农业农村,http://123.174.106.183:8888/udp/239.1.1.23:8023
CCTV-5+体育赛事,http://123.174.106.183:8888/udp/239.1.1.12:8012
CCTV风云剧场,http://123.174.106.183:8888/udp/239.1.1.93:8093
CCTV第一剧场,http://123.174.106.183:8888/udp/239.1.1.94:8094
CCTV怀旧剧场,http://123.174.106.183:8888/udp/239.1.1.95:8095
CCTV电视指南,http://123.174.106.183:8888/udp/239.1.1.90:8090
CCTV央视文化精品,http://123.174.106.183:8888/udp/239.1.1.91:8091
CCTV风云音乐,http://123.174.106.183:8888/udp/239.1.1.96:8096
CCTV兵器科技,http://123.174.106.183:8888/udp/239.1.1.97:8097
CCTV世界地理,http://123.174.106.183:8888/udp/239.1.1.99:8099
CCTV央视台球,http://123.174.106.183:8888/udp/239.1.1.100:8100
CCTV风云足球,http://123.174.106.183:8888/udp/239.1.1.101:8101
CCTV高尔夫网球,http://123.174.106.183:8888/udp/239.1.1.102:8102
凤凰卫视,http://123.174.106.183:8888/udp/239.1.1.126:8126
凤凰资讯,http://123.174.106.183:8888/udp/239.1.1.127:8127
湖南卫视,http://123.174.106.183:8888/udp/239.1.1.28:8028
四川卫视,http://123.174.106.183:8888/udp/239.1.1.29:8029
吉林卫视,http://123.174.106.183:8888/udp/239.1.1.30:8030
上海卫视,http://123.174.106.183:8888/udp/239.1.1.31:8031
湖北卫视,http://123.174.106.183:8888/udp/239.1.1.32:8032
东南卫视,http://123.174.106.183:8888/udp/239.1.1.33:8033
河南卫视,http://123.174.106.183:8888/udp/239.1.1.34:8034
江苏卫视,http://123.174.106.183:8888/udp/239.1.1.35:8035
重庆卫视,http://123.174.106.183:8888/udp/239.1.1.36:8036
黑龙江卫视,http://123.174.106.183:8888/udp/239.1.1.37:8037
浙江卫视,http://123.174.106.183:8888/udp/239.1.1.38:8038
深圳卫视,http://123.174.106.183:8888/udp/239.1.1.39:8039
广西卫视,http://123.174.106.183:8888/udp/239.1.1.40:8040
北京卫视,http://123.174.106.183:8888/udp/239.1.1.41:8041
辽宁卫视,http://123.174.106.183:8888/udp/239.1.1.42:8042
贵州卫视,http://123.174.106.183:8888/udp/239.1.1.43:8043
安徽卫视,http://123.174.106.183:8888/udp/239.1.1.44:8044
天津卫视,http://123.174.106.183:8888/udp/239.1.1.46:8046
山东卫视,http://123.174.106.183:8888/udp/239.1.1.47:8047
河北卫视,http://123.174.106.183:8888/udp/239.1.1.48:8048
广东卫视,http://123.174.106.183:8888/udp/239.1.1.49:8049
江西卫视,http://123.174.106.183:8888/udp/239.1.1.52:8052
云南卫视,http://123.174.106.183:8888/rtp/239.1.1.54:8054
陕西卫视,http://123.174.106.183:8888/rtp/239.1.1.50:8050
甘肃卫视,http://123.174.106.183:8888/rtp/239.1.1.51:8051
青海卫视,http://123.174.106.183:8888/rtp/239.1.1.53:8053
海南卫视,http://123.174.106.183:8888/rtp/239.1.1.55:8055
宁夏卫视,http://123.174.106.183:8888/rtp/239.1.1.56:8056
西藏卫视,http://123.174.106.183:8888/rtp/239.1.1.57:8057
兵团卫视,http://123.174.106.183:8888/rtp/239.1.1.58:8058
新疆卫视,http://123.174.106.183:8888/rtp/239.1.1.59:8059
内蒙古卫视,http://123.174.106.183:8888/rtp/239.1.1.60:8060
三沙卫视,http://123.174.106.183:8888/rtp/239.1.1.70:8070
厦门卫视,http://123.174.106.183:8888/rtp/239.1.1.71:8071
农林卫视,http://123.174.106.183:8888/rtp/239.1.1.73:8073
山东教育卫视,http://123.174.106.183:8888/rtp/239.1.1.74:8074
上海动漫秀场,http://123.174.106.183:8888/udp/239.1.1.80:8080
上海都市剧场,http://123.174.106.183:8888/udp/239.1.1.81:8081
上海生活时尚,http://123.174.106.183:8888/udp/239.1.1.76:8076
上海游戏风云,http://123.174.106.183:8888/udp/239.1.1.83:8083
上海乐游纪实,http://123.174.106.183:8888/udp/239.1.1.84:8084
上海东方财经,http://123.174.106.183:8888/udp/239.1.1.85:8085
湖南金鹰纪实,http://123.174.106.183:8888/udp/239.1.1.63:8063
湖南快乐垂钓,http://123.174.106.183:8888/udp/239.1.1.86:8086
湖南茶频道,http://123.174.106.183:8888/udp/239.1.1.77:8077
CETV1,http://123.174.106.183:8888/rtp/239.1.1.65:8065
CETV2,http://123.174.106.183:8888/rtp/239.1.1.66:8066
CETV4,http://123.174.106.183:8888/rtp/239.1.1.67:8067
金鹰卡通,http://123.174.106.183:8888/rtp/239.1.1.61:8061
卡酷少儿,http://123.174.106.183:8888/rtp/239.1.1.62:8062
嘉佳卡通,http://123.174.106.183:8888/rtp/239.1.1.68:8068
哈哈炫动,http://123.174.106.183:8888/rtp/239.1.1.64:8064
优漫卡通,http://123.174.106.183:8888/rtp/239.1.1.72:8072

湖北联通-组播2,#genre#
湖北卫视,http://122.189.103.236:8010/rtp/228.0.0.60:6108
湖北公共新闻,http://122.189.103.236:8010/rtp/228.0.0.124:6108
湖北经视频道,http://122.189.103.236:8010/rtp/228.0.0.125:6108
湖北综合频道,http://122.189.103.236:8010/rtp/228.0.0.126:6108
湖北垄上频道,http://122.189.103.236:8010/rtp/228.0.0.127:6108
湖北生活频道,http://122.189.103.236:8010/rtp/228.0.0.204:6108
湖北影视频道,http://122.189.103.236:8010/rtp/228.0.0.205:6108
湖北教育频道,http://122.189.103.236:8010/rtp/228.0.0.206:6108
CCTV-6电影,http://122.189.103.236:8010/rtp/228.0.0.157:7157
CCTV-8电视剧,http://122.189.103.236:8010/rtp/228.0.0.158:7158
CCTV-9纪录,http://122.189.103.236:8010/rtp/228.0.0.9:6108
CCTV-12社会与法,http://122.189.103.236:8010/rtp/228.0.0.12:6108
CCTV-13新闻,http://122.189.103.236:8010/rtp/228.0.0.202:6108
CCTV-14少儿,http://122.189.103.236:8010/rtp/228.0.0.14:6108
CHC影迷电影,http://122.189.103.236:8010/rtp/228.0.0.233:6108
CCTV第一剧场,http://122.189.103.236:8010/rtp/228.0.0.235:6108
CCTV风云足球,http://122.189.103.236:8010/rtp/228.0.0.236:6108
东方卫视,http://122.189.103.236:8010/rtp/228.0.0.62:6108
北京卫视,http://122.189.103.236:8010/rtp/228.0.0.63:6108
广东卫视,http://122.189.103.236:8010/rtp/228.0.0.66:6108
深圳卫视,http://122.189.103.236:8010/rtp/228.0.0.67:6108
东南卫视,http://122.189.103.236:8010/rtp/228.0.0.144:7144
江西卫视,http://122.189.103.236:8010/rtp/228.0.0.147:7147
贵州卫视,http://122.189.103.236:8010/rtp/228.0.0.160:7160
河北卫视,http://122.189.103.236:8010/rtp/228.0.0.168:7168
甘肃卫视,http://122.189.103.236:8010/rtp/228.0.0.57:6108
广西卫视,http://122.189.103.236:8010/rtp/228.0.0.37:6108
四川卫视,http://122.189.103.236:8010/rtp/228.0.0.231:6108
吉林卫视,http://122.189.103.236:8010/rtp/228.0.0.45:6108
青海卫视,http://122.189.103.236:8010/rtp/228.0.0.54:6108
西藏卫视,http://122.189.103.236:8010/rtp/228.0.0.51:6108
内蒙古卫视,http://122.189.103.236:8010/rtp/228.0.0.52:6108
新疆卫视,http://122.189.103.236:8010/rtp/228.0.0.53:6108
先锋乒羽,http://122.189.103.236:8010/rtp/228.0.0.241:6108
CETV1,http://122.189.103.236:8010/rtp/228.0.0.146:7146
CETV2,http://122.189.103.236:8010/rtp/228.0.0.198:7198
CETV4,http://122.189.103.236:8010/rtp/228.0.0.177:7177

黑龙江联通-组播1,#genre#
黑龙江少儿频道,http://218.8.87.96:4000/rtp/229.58.190.39:5000
CCTV-5+体育赛事,http://218.8.87.96:4000/rtp/229.58.190.154:5000
北京卫视,http://218.8.87.96:4000/rtp/229.58.190.172:5000
辽宁卫视,http://218.8.87.96:4000/rtp/229.58.190.146:5000
重庆卫视,http://218.8.87.96:4000/rtp/229.58.190.27:5000
快乐垂钓,http://218.8.87.96:4000/rtp/229.58.190.113:5000
上海游戏风云,http://218.8.87.96:4000/rtp/229.58.190.114:5000
河南文物宝库,http://218.8.87.96:4000/rtp/229.58.190.167:5000
卡酷少儿,http://218.8.87.96:4000/rtp/229.58.190.186:5000

北京联通-组播3,#genre#
北京卫视,http://114.254.34.101:18888/rtp/239.3.1.241:8000
北京新闻频道,http://114.254.34.101:18888/rtp/239.3.1.159:8000
北京影视频道,http://114.254.34.101:18888/rtp/239.3.1.158:8000
北京文艺频道,http://114.254.34.101:18888/rtp/239.3.1.242:8000
北京财经频道,http://114.254.34.101:18888/rtp/239.3.1.116:8000
北京生活频道,http://114.254.34.101:18888/rtp/239.3.1.117:8000
北京纪实科教,http://114.254.34.101:18888/rtp/239.3.1.115:8000
北京卡酷少儿,http://114.254.34.101:18888/rtp/239.3.1.189:8000
北京体育休闲,http://114.254.34.101:18888/rtp/239.3.1.243:8000
北京国际频道,http://114.254.34.101:18888/rtp/239.3.1.235:8000
CCTV-1综合,http://114.254.34.101:18888/rtp/239.3.1.129:8008
CCTV-2财经,http://114.254.34.101:18888/rtp/239.3.1.60:8084
CCTV-3综艺,http://114.254.34.101:18888/rtp/239.3.1.172:8001
CCTV-4中文国际,http://114.254.34.101:18888/rtp/239.3.1.105:8092
CCTV-5体育,http://114.254.34.101:18888/rtp/239.3.1.173:8001
CCTV-5+体育赛事,http://114.254.34.101:18888/rtp/239.3.1.130:8004
CCTV-6电影,http://114.254.34.101:18888/rtp/239.3.1.174:8001
CCTV-7国防军事,http://114.254.34.101:18888/rtp/239.3.1.61:8104
CCTV-8电视剧,http://114.254.34.101:18888/rtp/239.3.1.175:8001
CCTV-9纪录,http://114.254.34.101:18888/rtp/239.3.1.62:8112
CCTV-10科教,http://114.254.34.101:18888/rtp/239.3.1.63:8116
CCTV-11戏曲,http://114.254.34.101:18888/rtp/239.3.1.152:8120
CCTV-12社会与法,http://114.254.34.101:18888/rtp/239.3.1.64:8124
CCTV-13新闻,http://114.254.34.101:18888/rtp/239.3.1.124:8128
CCTV-14少儿,http://114.254.34.101:18888/rtp/239.3.1.65:8132
CCTV-15音乐,http://114.254.34.101:18888/rtp/239.3.1.153:8136
CCTV-16奥林匹克,http://114.254.34.101:18888/rtp/239.3.1.184:8001
CCTV-17农业农村,http://114.254.34.101:18888/rtp/239.3.1.151:8144
湖南卫视,http://114.254.34.101:18888/rtp/239.3.1.132:8012
东方卫视,http://114.254.34.101:18888/rtp/239.3.1.136:8032
浙江卫视,http://114.254.34.101:18888/rtp/239.3.1.137:8036
江苏卫视,http://114.254.34.101:18888/rtp/239.3.1.135:8028
深圳卫视,http://114.254.34.101:18888/rtp/239.3.1.134:8020
广东卫视,http://114.254.34.101:18888/rtp/239.3.1.142:8048
安徽卫视,http://114.254.34.101:18888/rtp/239.3.1.211:8064
天津卫视,http://114.254.34.101:18888/rtp/239.3.1.141:1234
重庆卫视,http://114.254.34.101:18888/rtp/239.3.1.122:8160
山东卫视,http://114.254.34.101:18888/rtp/239.3.1.209:8052
河北卫视,http://114.254.34.101:18888/rtp/239.3.1.148:8072
辽宁卫视,http://114.254.34.101:18888/rtp/239.3.1.210:8056
湖北卫视,http://114.254.34.101:18888/rtp/239.3.1.138:8044
吉林卫视,http://114.254.34.101:18888/rtp/239.3.1.240:8172
贵州卫视,http://114.254.34.101:18888/rtp/239.3.1.149:8076
东南卫视,http://114.254.34.101:18888/rtp/239.3.1.156:8148
江西卫视,http://114.254.34.101:18888/rtp/239.3.1.123:8164
海南卫视,http://114.254.34.101:18888/rtp/239.3.1.45:8304
黑龙江卫视,http://114.254.34.101:18888/rtp/239.3.1.133:8016
云南卫视,http://114.254.34.101:18888/rtp/239.3.1.26:8108
四川卫视,http://114.254.34.101:18888/rtp/239.3.1.29:8288
山西卫视,http://114.254.34.101:18888/rtp/239.3.1.42:8172
广西卫视,http://114.254.34.101:18888/rtp/239.3.1.39:8300
陕西卫视,http://114.254.34.101:18888/rtp/239.3.1.41:8140
青海卫视,http://114.254.34.101:18888/rtp/239.3.1.44:8184
内蒙古卫视,http://114.254.34.101:18888/rtp/239.3.1.43:8176
三沙卫视,http://114.254.34.101:18888/rtp/239.3.1.155:4120
厦门卫视,http://114.254.34.101:18888/rtp/239.3.1.143:4120
华数爱上4K,http://114.254.34.101:18888/rtp/239.3.1.236:2000
北京IPTV4K超清,http://114.254.34.101:18888/rtp/239.3.1.249:8001
北京IPTV淘电影,http://114.254.34.101:18888/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://114.254.34.101:18888/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://114.254.34.101:18888/rtp/239.3.1.100:8001
北京IPTV淘BABY,http://114.254.34.101:18888/rtp/239.3.1.238:8001
北京IPTV萌宠TV,http://114.254.34.101:18888/rtp/239.3.1.102:8001
CCTV-4欧洲,http://114.254.34.101:18888/rtp/239.3.1.213:4220
CCTV-4美洲,http://114.254.34.101:18888/rtp/239.3.1.214:4220
CGTN英语,http://114.254.34.101:18888/rtp/239.3.1.215:4220
CGTN纪录,http://114.254.34.101:18888/rtp/239.3.1.216:4220
CGTN西班牙语,http://114.254.34.101:18888/rtp/239.3.1.217:4220
CGTN法语,http://114.254.34.101:18888/rtp/239.3.1.218:4220
CGTN阿拉伯语,http://114.254.34.101:18888/rtp/239.3.1.219:4220
CGTN俄语,http://114.254.34.101:18888/rtp/239.3.1.220:4220
CETV1,http://114.254.34.101:18888/rtp/239.3.1.57:8152
CETV2,http://114.254.34.101:18888/rtp/239.3.1.54:4120
CETV4,http://114.254.34.101:18888/rtp/239.3.1.56:4120
中国交通,http://114.254.34.101:18888/rtp/239.3.1.188:8001
朝阳融媒,http://114.254.34.101:18888/rtp/239.3.1.163:8001
通州融媒,http://114.254.34.101:18888/rtp/239.3.1.221:8001
房山电视台,http://114.254.34.101:18888/rtp/239.3.1.96:8001
密云电视台,http://114.254.34.101:18888/rtp/239.3.1.154:8001
延庆电视台,http://114.254.34.101:18888/rtp/239.3.1.187:8001
湖南金鹰纪实,http://114.254.34.101:18888/rtp/239.3.1.58:8156
湖南茶频道,http://114.254.34.101:18888/rtp/239.3.1.165:8001
湖南快乐垂钓,http://114.254.34.101:18888/rtp/239.3.1.164:8001
华数星影,http://114.254.34.101:18888/rtp/239.3.1.94:4120
华数动作影院,http://114.254.34.101:18888/rtp/239.3.1.92:4120
华数喜剧影院,http://114.254.34.101:18888/rtp/239.3.1.91:4120
华数家庭影院,http://114.254.34.101:18888/rtp/239.3.1.93:4120
华数精选,http://114.254.34.101:18888/rtp/239.3.1.74:4120
华数经典电影,http://114.254.34.101:18888/rtp/239.3.1.195:9024
华数热播剧场,http://114.254.34.101:18888/rtp/239.3.1.194:9020
